task_id,is_afternoon_slowdown,is_legitimate_idle_dominant,is_degrading_machine_task,is_inefficient_operator_task,is_seatbelt_habit_operator_task,has_near_miss
T1799,False,True,False,False,False,False
T1800,False,True,True,False,False,False
T1801,False,True,True,False,False,False
T1802,False,True,True,True,False,False
T1803,False,True,True,False,False,False
T1804,True,True,True,False,False,False
T1805,False,True,False,False,False,False
T1806,False,True,False,False,False,False
T1807,False,True,False,False,False,True
T1808,False,True,False,False,False,True
T1809,False,True,False,False,False,False
T1810,False,True,False,False,False,False
T1811,False,True,False,False,False,True
T1812,False,True,False,False,False,False
T1813,False,True,False,False,False,False
T1814,False,True,False,False,False,False
T1815,False,True,False,False,False,True
T1816,False,True,False,False,False,False
T1817,True,True,False,False,True,False
T1818,False,True,False,False,False,False
T1819,False,False,False,False,False,True
T1820,False,True,False,False,False,False
T1821,False,True,False,False,False,False
T1822,False,True,False,False,False,False
T1823,False,True,False,False,False,False
T1824,True,True,False,False,False,False
T1825,True,True,False,False,False,False
T1826,False,True,False,False,False,False
T1827,False,True,False,False,False,False
T1828,False,True,False,False,False,False
T1829,False,True,False,False,False,False
T1830,False,True,False,False,True,False
T1831,True,True,False,False,False,False
T1832,False,True,False,False,False,False
T1833,False,True,False,False,False,False
T1834,False,True,False,False,False,False
T1835,False,True,False,False,False,False
T1836,False,True,False,False,False,False
T1837,False,True,False,False,False,False
T1838,False,True,False,False,False,False
T1839,False,True,False,False,False,False
T1840,False,True,False,False,False,False
T1841,False,True,False,False,False,False
T1842,False,True,False,False,False,False
T1843,False,True,False,False,False,False
T1844,False,True,False,False,False,False
T1845,False,True,False,False,False,False
T1846,False,True,False,False,False,False
T1847,False,True,False,False,False,False
T1848,False,True,False,False,False,False
T1849,True,True,False,False,False,False
T1850,False,True,True,False,False,False
T1851,False,True,True,False,False,False
T1852,False,True,True,False,False,True
T1853,False,True,True,False,False,False
T1854,True,True,True,False,False,False
T1855,False,True,False,False,False,False
T1856,False,True,False,False,False,False
T1857,False,True,False,False,False,False
T1858,False,True,False,False,False,False
T1859,False,True,False,False,False,False
T1860,False,True,False,False,False,False
T1861,False,True,False,False,False,False
T1862,False,True,False,False,False,False
T1863,False,True,False,False,False,True
T1864,False,True,False,False,False,False
T1865,False,True,False,False,False,False
T1866,False,True,False,False,False,False
T1867,False,True,False,False,False,False
T1868,False,True,False,False,False,False
T1869,False,True,False,False,False,False
T1870,False,True,False,False,False,True
T1871,False,True,False,False,False,False
T1872,False,True,False,False,False,False
T1873,False,True,False,False,False,False
T1874,False,True,False,False,False,False
T1875,False,True,False,False,False,False
T1876,False,True,False,False,False,False
T1877,False,True,False,False,False,False
T1878,False,True,False,False,False,False
T1879,True,True,False,False,False,False
T1880,True,True,False,False,False,False
T1881,False,True,False,False,False,False
T1882,False,True,False,False,False,True
T1883,False,True,False,False,True,False
T1884,False,True,False,False,False,True
T1885,False,True,False,False,False,False
T1886,True,True,False,False,False,False
T1887,True,True,False,False,False,False
T1888,True,True,False,False,False,False
T1889,False,True,False,True,False,False
T1890,False,False,False,False,True,False
T1891,False,True,False,False,False,False
T1892,False,True,False,False,False,False
T1893,False,True,False,False,False,False
T1894,False,True,False,False,False,False
T1895,False,True,False,False,False,False
T1896,False,False,False,False,True,True
T1897,False,True,False,False,False,False
T1898,False,True,False,False,False,False
T1899,False,True,False,False,False,False
T1900,True,True,False,False,False,False
T1901,False,True,True,False,False,False
T1902,False,False,True,False,False,False
T1903,False,True,True,False,False,False
T1904,True,True,True,False,False,False
T1905,False,True,False,False,False,False
T1906,False,True,False,False,False,False
T1907,False,True,False,False,True,False
T1908,False,True,False,False,False,False
T1909,False,True,False,True,False,False
T1910,False,True,False,False,False,False
T1911,False,False,False,False,False,False
T1912,False,True,False,False,False,False
T1913,False,True,False,False,False,False
T1914,False,True,False,False,False,False
T1915,False,True,False,False,False,False
T1916,False,True,False,False,False,False
T1917,True,True,False,False,False,False
T1918,True,True,False,False,False,False
T1919,False,True,False,False,False,True
T1920,False,False,False,False,True,False
T1921,False,True,False,False,False,True
T1922,False,True,False,False,False,False
T1923,False,True,False,False,False,False
T1924,False,True,False,False,False,False
T1925,True,True,False,False,False,False
T1926,True,True,False,False,False,False
T1927,False,True,False,False,False,False
T1928,False,True,False,False,False,False
T1929,False,True,False,False,False,False
T1930,False,True,False,False,False,False
T1931,False,True,False,False,False,False
T1932,False,True,False,False,False,False
T1933,False,True,False,False,False,False
T1934,False,True,False,False,False,False
T1935,False,True,False,False,False,False
T1936,False,True,False,False,False,False
T1937,False,True,False,False,False,True
T1938,False,True,False,False,False,False
T1939,True,True,False,False,False,False
T1940,True,True,False,False,False,False
T1941,False,True,False,False,False,True
T1942,False,True,False,False,False,True
T1943,False,True,False,False,False,False
T1944,False,False,False,False,False,True
T1945,False,True,False,False,False,False
T1946,False,True,False,False,False,False
T1947,True,True,False,False,False,False
T1948,False,True,False,False,False,False
T1949,False,True,False,False,False,False
T1950,False,False,False,False,False,False
T1951,False,True,False,False,False,False
T1952,False,True,False,False,False,False
T1953,False,True,True,False,False,False
T1954,False,True,True,False,False,True
T1955,False,True,True,False,False,False
T1956,False,True,True,False,False,False
T1957,False,True,True,False,False,False
T1958,False,True,False,False,False,True
T1959,False,False,False,False,True,True
T1960,False,True,False,False,False,True
T1961,False,False,False,False,False,False
T1962,True,True,False,False,False,False
T1963,False,True,False,False,False,True
T1964,False,True,False,False,False,True
T1965,False,False,False,False,True,False
T1966,False,True,False,False,False,False
T1967,False,True,False,False,False,False
T1968,False,True,False,False,False,False
T1969,False,True,False,False,False,False
T1970,False,True,False,False,False,False
T1971,False,True,False,False,False,False
T1972,False,True,False,False,False,False
T1973,False,True,False,False,False,False
T1974,False,True,False,False,False,False
T1975,True,True,False,False,False,False
T1976,False,True,False,False,False,False
T1977,False,True,False,False,False,True
T1978,False,True,False,False,False,False
T1979,False,True,False,False,False,False
T1980,False,True,False,False,False,False
T1981,False,True,False,False,False,False
T1982,False,True,False,False,False,False
T1983,False,True,False,False,False,False
T1984,False,True,False,False,False,False
T1985,False,True,False,False,False,False
T1986,False,True,False,False,False,False
T1987,False,True,False,False,False,False
T1988,False,True,False,False,False,False
T1989,False,True,False,False,False,False
T1990,False,True,False,True,False,False
T1991,True,True,False,False,False,False
T1992,False,True,False,False,False,False
T1993,False,True,False,False,False,True
T1994,False,True,False,False,False,False
T1995,False,True,False,False,False,False
T1996,False,True,False,True,False,False
T1997,False,True,False,False,False,False
T1998,True,True,False,False,False,False
T1999,True,True,False,False,False,False
T2000,False,True,True,False,False,False
T2001,False,True,True,False,False,False
T2002,False,True,True,False,False,False
T2003,False,True,True,False,False,False
T2004,True,True,True,False,False,False
T2005,False,True,False,False,False,False
T2006,False,True,False,False,False,False
T2007,False,True,False,False,False,False
T2008,False,True,False,False,False,False
T2009,False,False,False,False,False,False
T2010,False,False,False,False,True,False
T2011,False,True,False,False,False,True
T2012,False,True,False,False,False,False
T2013,False,True,False,False,False,False
T2014,False,False,False,False,False,False
T2015,False,True,False,False,False,True
T2016,False,True,False,False,False,False
T2017,False,True,False,False,False,False
T2018,False,True,False,False,False,False
T2019,False,False,False,True,False,False
T2020,False,True,False,False,False,False
T2021,False,True,False,False,False,False
T2022,False,True,False,False,False,False
T2023,False,True,False,False,False,False
T2024,False,True,False,False,False,False
T2025,False,True,False,False,False,False
T2026,False,True,False,False,False,False
T2027,False,True,False,False,False,False
T2028,True,True,False,False,False,False
T2029,True,True,False,False,False,False
T2030,False,True,False,False,False,False
T2031,False,True,False,False,False,False
T2032,False,False,False,False,True,False
T2033,False,True,False,False,False,False
T2034,False,True,False,False,False,True
T2035,False,True,False,False,False,False
T2036,False,True,False,False,False,False
T2037,False,True,False,False,False,False
T2038,False,True,False,False,False,False
T2039,False,True,False,False,False,False
T2040,False,True,False,False,False,True
T2041,False,True,False,False,False,False
T2042,False,True,False,False,False,False
T2043,False,True,False,False,False,False
T2044,False,True,True,False,False,False
T2045,False,True,True,False,False,False
T2046,False,True,True,False,False,False
T2047,False,True,True,False,False,False
T2048,False,True,False,False,False,False
T2049,False,True,False,False,False,True
T2050,False,True,False,False,False,False
T2051,False,False,False,False,True,False
T2052,False,True,False,False,False,False
T2053,False,True,False,False,False,True
T2054,False,True,False,False,False,False
T2055,False,True,False,False,False,False
T2056,False,True,False,False,False,False
T2057,False,True,False,False,False,True
T2058,False,False,False,False,True,False
T2059,False,True,False,False,False,False
T2060,False,True,False,False,False,False
T2061,False,True,False,False,False,False
T2062,False,True,False,False,True,False
T2063,False,True,False,False,False,False
T2064,False,True,False,False,False,False
T2065,False,True,False,False,False,False
T2066,False,True,False,False,False,False
T2067,False,True,False,True,False,False
T2068,False,True,False,False,True,True
T2069,False,True,False,False,False,False
T2070,False,True,False,False,False,False
T2071,False,True,False,False,False,False
T2072,False,True,False,False,False,False
T2073,False,True,False,False,False,False
T2074,False,True,False,False,False,False
T2075,False,True,False,False,False,False
T2076,False,False,False,False,True,False
T2077,False,True,False,False,False,False
T2078,False,True,False,False,False,True
T2079,True,True,False,False,False,False
T2080,False,True,False,False,False,True
T2081,False,True,False,False,False,False
T2082,False,True,False,False,False,False
T2083,False,True,False,True,False,False
T2084,False,True,False,False,False,False
T2085,False,True,False,False,False,False
T2086,False,True,False,False,False,False
T2087,False,True,True,False,False,False
T2088,False,True,True,False,False,False
T2089,False,False,True,False,True,True
T2090,False,True,True,False,False,False
T2091,False,True,False,False,False,False
T2092,False,True,False,False,False,False
T2093,False,True,False,False,False,False
T2094,False,True,False,False,False,False
T2095,False,True,False,False,False,False
T2096,False,True,False,False,False,False
T2097,False,True,False,False,False,False
T2098,False,True,False,False,False,False
T2099,False,True,False,False,False,True
T2100,False,True,False,False,False,False
T2101,False,True,False,False,False,False
T2102,False,True,False,False,False,False
T2103,True,True,False,False,False,True
T2104,False,True,False,False,False,False
T2105,False,True,False,False,False,False
T2106,False,True,False,False,False,True
T2107,False,True,False,False,False,False
T2108,False,True,False,False,False,False
T2109,False,True,False,False,False,False
T2110,False,True,False,False,False,False
T2111,False,True,False,False,False,False
T2112,False,True,False,True,False,False
T2113,False,True,False,False,False,False
T2114,False,True,False,True,False,False
T2115,False,True,False,False,False,False
T2116,False,True,False,False,False,True
T2117,False,True,False,False,False,False
T2118,False,True,False,False,False,False
T2119,False,True,False,False,False,False
T2120,False,True,False,False,False,False
T2121,False,True,False,False,False,False
T2122,False,False,False,False,True,True
T2123,False,True,False,False,False,False
T2124,False,True,False,False,False,False
T2125,False,True,False,False,True,False
T2126,False,True,False,False,False,True
T2127,False,True,False,False,False,False
T2128,False,True,False,False,False,False
T2129,False,True,True,False,False,False
T2130,False,True,True,False,False,False
T2131,False,True,True,False,False,False
T2132,False,True,True,False,False,False
T2133,True,True,True,False,False,True
T2134,False,False,False,False,False,False
T2135,False,True,False,False,False,False
T2136,False,True,False,False,False,False
T2137,False,True,False,False,False,False
T2138,False,True,False,False,False,False
T2139,False,True,False,False,False,False
T2140,False,True,False,False,False,False
T2141,False,True,False,False,False,False
T2142,False,True,False,False,False,False
T2143,False,True,False,False,False,False
T2144,False,True,False,False,False,False
T2145,True,False,False,False,False,False
T2146,False,True,False,False,False,False
T2147,False,True,False,False,False,False
T2148,False,True,False,False,False,False
T2149,False,True,False,False,False,False
T2150,False,True,False,False,False,False
T2151,False,True,False,False,False,False
T2152,False,True,False,False,False,False
T2153,False,True,False,False,False,False
T2154,False,True,False,False,False,False
T2155,False,True,False,True,False,False
T2156,False,True,False,False,False,False
T2157,True,True,False,False,False,False
T2158,False,True,False,False,False,False
T2159,False,True,False,False,False,False
T2160,False,True,False,False,False,False
T2161,False,True,False,False,False,False
T2162,False,True,False,False,False,False
T2163,False,True,False,False,False,True
T2164,False,True,False,False,False,False
T2165,False,True,False,False,False,False
T2166,False,True,False,False,True,False
T2167,False,True,False,False,False,False
T2168,False,True,False,False,False,False
T2169,False,True,False,False,False,True
T2170,False,True,False,False,False,False
T2171,False,True,True,False,False,False
T2172,False,True,True,False,False,True
T2173,False,True,True,False,False,False
T2174,False,True,True,False,False,False
T2175,False,True,False,False,False,False
T2176,False,True,False,False,False,False
T2177,False,True,False,False,False,False
T2178,False,True,False,False,False,False
T2179,False,True,False,False,False,False
T2180,False,True,False,False,False,False
T2181,True,False,False,False,False,False
T2182,False,True,False,True,False,False
T2183,False,True,False,False,False,False
T2184,False,False,False,False,True,False
T2185,False,True,False,False,False,False
T2186,False,True,False,False,False,False
T2187,False,True,False,False,False,False
T2188,True,True,False,False,False,False
T2189,True,True,False,False,False,False
T2190,False,True,False,False,False,False
T2191,False,True,False,False,False,True
T2192,False,True,False,False,False,True
T2193,False,True,False,False,False,False
T2194,False,True,False,False,False,False
T2195,False,True,False,False,False,False
T2196,False,True,False,False,False,False
T2197,False,True,False,False,False,True
T2198,False,True,False,False,False,False
T2199,False,True,False,False,False,True
T2200,False,False,False,False,False,False
T2201,False,True,False,False,False,False
T2202,False,True,False,False,False,False
T2203,False,True,False,False,True,False
T2204,True,True,False,False,False,False
T2205,True,True,False,False,False,False
T2206,False,True,False,False,False,False
T2207,False,True,False,False,False,False
T2208,False,True,False,False,False,False
T2209,False,True,False,True,False,True
T2210,False,True,False,False,False,False
T2211,True,True,False,False,False,False
T2212,True,True,False,False,False,True
T2213,False,True,False,False,False,False
T2214,False,True,False,False,False,False
T2215,False,True,False,False,False,False
T2216,False,True,False,False,False,True
T2217,False,True,False,False,False,False
T2218,False,True,False,False,False,False
T2219,False,True,True,False,False,False
T2220,False,True,True,False,False,False
T2221,False,False,True,False,False,True
T2222,False,True,True,True,False,False
T2223,False,True,False,False,False,False
T2224,False,True,False,False,False,False
T2225,False,True,False,True,False,False
T2226,False,False,False,False,True,True
T2227,False,True,False,False,False,False
T2228,False,True,False,False,False,False
T2229,True,True,False,False,False,False
T2230,True,True,False,False,False,False
T2231,False,True,False,False,False,False
T2232,False,False,False,False,False,True
T2233,False,True,False,False,False,False
T2234,False,True,False,False,False,False
T2235,False,True,False,False,False,False
T2236,False,True,False,False,False,False
T2237,False,True,False,False,False,False
T2238,False,True,False,False,False,False
T2239,False,True,False,False,False,False
T2240,False,True,False,False,False,False
T2241,False,True,False,False,False,False
T2242,False,True,False,False,False,False
T2243,True,True,False,False,False,False
T2244,False,True,False,True,False,True
T2245,False,True,False,False,False,False
T2246,False,True,False,True,False,True
T2247,False,True,False,False,False,False
T2248,False,True,False,False,False,False
T2249,False,True,False,False,False,False
T2250,False,True,False,False,False,False
T2251,False,True,False,False,False,True
T2252,False,False,False,False,False,False
T2253,False,True,False,True,False,True
T2254,False,True,False,False,False,False
T2255,True,True,False,False,False,False
T2256,False,True,False,False,False,False
T2257,False,True,False,False,False,False
T2258,False,True,False,False,False,False
T2259,False,True,False,False,False,False
T2260,False,True,False,False,False,False
T2261,False,True,False,False,False,True
T2262,False,True,False,False,False,False
T2263,False,True,False,False,False,False
T2264,False,False,False,False,False,False
T2265,False,True,True,False,False,True
T2266,False,True,True,True,False,False
T2267,False,True,True,False,False,True
T2268,True,True,True,False,False,False
T2269,True,True,True,False,False,False
T2270,False,False,False,False,False,False
T2271,False,True,False,False,False,False
T2272,False,True,False,False,False,False
T2273,False,True,False,False,False,False
T2274,False,True,False,False,False,False
T2275,False,True,False,False,False,False
T2276,False,True,False,False,False,False
T2277,False,True,False,False,False,False
T2278,False,True,False,True,False,False
T2279,False,False,False,False,False,False
T2280,False,True,False,False,False,False
T2281,False,True,False,False,False,False
T2282,False,True,False,False,False,False
T2283,False,True,False,False,False,False
T2284,False,True,False,False,False,False
T2285,False,False,False,False,True,False
T2286,False,True,False,False,False,False
T2287,False,True,False,False,False,False
T2288,True,True,False,False,False,True
T2289,True,True,False,False,False,False
T2290,False,True,False,False,False,False
T2291,False,True,False,False,False,False
T2292,False,True,False,False,False,False
T2293,False,True,False,False,False,False
T2294,False,False,False,False,False,False
T2295,False,True,False,False,False,False
T2296,False,True,False,False,False,False
T2297,False,True,False,False,False,False
T2298,False,True,False,False,False,False
T2299,False,True,False,False,False,False
T2300,False,True,False,False,False,False
T2301,False,True,False,False,False,False
T2302,True,True,False,False,False,False
T2303,False,True,False,False,False,True
T2304,False,True,False,False,False,False
T2305,False,True,False,False,False,False
T2306,False,True,False,False,False,False
T2307,False,False,False,False,True,False
T2308,False,True,False,False,False,False
T2309,True,True,False,False,False,False
T2310,False,True,False,False,False,False
T2311,False,True,True,False,False,False
T2312,False,True,True,False,False,False
T2313,False,False,True,False,False,False
T2314,False,True,True,False,False,True
T2315,False,True,False,False,False,False
T2316,False,False,False,False,False,False
T2317,False,True,False,False,False,False
T2318,False,True,False,False,False,False
T2319,False,True,False,False,False,False
T2320,False,True,False,False,False,False
T2321,False,True,False,False,False,False
T2322,False,True,False,False,False,False
T2323,False,True,False,False,False,False
T2324,False,True,False,False,False,False
T2325,False,True,False,False,False,False
T2326,False,True,False,False,False,False
T2327,False,True,False,False,False,False
T2328,False,True,False,False,False,False
T2329,False,True,False,False,False,False
T2330,False,True,False,False,False,False
T2331,False,True,False,False,False,False
T2332,False,True,False,False,False,False
T2333,False,False,False,False,True,False
T2334,False,True,False,False,False,False
T2335,False,True,False,False,False,False
T2336,True,True,False,False,False,False
T2337,True,True,False,False,False,False
T2338,False,True,False,False,False,False
T2339,False,True,False,False,False,False
T2340,False,False,False,False,True,False
T2341,False,True,False,True,False,False
T2342,False,True,False,False,False,False
T2343,False,True,False,False,False,False
T2344,False,True,False,False,False,False
T2345,False,True,False,False,False,False
T2346,False,True,False,False,False,False
T2347,False,False,False,False,True,False
T2348,False,False,False,False,False,False
T2349,False,True,False,False,False,False
T2350,True,True,False,False,False,False
T2351,False,True,False,False,False,False
T2352,False,True,False,False,False,False
T2353,False,True,False,False,False,False
T2354,False,False,False,False,True,False
T2355,False,True,False,False,False,False
T2356,False,True,True,False,False,False
T2357,False,True,True,False,False,False
T2358,False,True,True,False,False,False
T2359,False,True,True,False,False,False
T2360,True,True,True,False,False,False
T2361,False,True,False,False,False,False
T2362,False,True,False,False,False,False
T2363,False,True,False,False,False,False
T2364,False,True,False,False,False,False
T2365,False,True,False,False,False,False
T2366,False,True,False,True,False,False
T2367,False,True,False,True,False,False
T2368,False,True,False,False,False,False
T2369,False,True,False,False,False,False
T2370,False,True,False,False,False,False
T2371,True,True,False,False,False,False
T2372,False,True,False,False,False,False
T2373,False,True,False,False,False,False
T2374,False,True,False,False,False,False
T2375,False,True,False,False,False,False
T2376,False,True,False,False,False,False
T2377,False,True,False,False,False,False
T2378,False,False,False,False,False,True
T2379,False,True,False,False,False,False
T2380,False,True,False,False,False,False
T2381,False,True,False,False,False,False
T2382,False,True,False,False,False,False
T2383,False,True,False,False,False,False
T2384,False,True,False,False,False,True
T2385,False,True,False,False,False,False
T2386,False,True,False,False,False,False
T2387,False,True,False,False,False,True
T2388,False,True,False,False,False,False
T2389,False,True,False,False,False,False
T2390,False,True,False,False,False,False
T2391,False,True,False,False,False,False
T2392,False,True,False,False,False,False
T2393,True,True,False,False,False,False
T2394,False,True,False,False,False,False
T2395,False,True,False,False,False,False
T2396,False,True,False,False,False,False
T2397,False,False,False,False,False,True
T2398,False,True,False,False,False,False
T2399,False,True,False,False,False,False
T2400,True,True,False,False,False,False
T2401,False,True,True,False,False,False
T2402,False,True,True,False,False,False
T2403,False,True,True,False,False,False
T2404,False,True,True,False,False,False
T2405,False,True,False,False,False,False
T2406,False,True,False,False,False,False
T2407,False,True,False,True,False,False
T2408,False,True,False,False,False,False
T2409,False,True,False,False,False,False
T2410,True,True,False,False,False,False
T2411,True,True,False,False,False,False
T2412,True,True,False,False,False,False
T2413,False,True,False,False,False,False
T2414,False,True,False,False,False,False
T2415,False,True,False,True,False,False
T2416,False,True,False,False,False,False
T2417,False,True,False,False,False,False
T2418,True,True,False,False,False,False
T2419,False,True,False,False,False,False
T2420,False,True,False,False,False,False
T2421,False,True,False,False,False,False
T2422,False,True,False,True,False,False
T2423,False,True,False,False,False,False
T2424,False,True,False,False,False,False
T2425,False,True,False,False,False,False
T2426,False,True,False,False,False,False
T2427,False,True,False,False,False,False
T2428,False,True,False,False,False,False
T2429,False,True,False,False,False,False
T2430,False,True,False,False,False,False
T2431,False,True,False,False,False,False
T2432,False,True,False,True,False,False
T2433,True,True,False,False,False,False
T2434,False,True,False,False,False,False
T2435,False,True,False,False,False,False
T2436,False,True,False,True,False,False
T2437,False,True,False,False,False,False
T2438,False,True,False,False,False,False
T2439,True,True,False,False,False,False
T2440,True,True,False,True,False,False
T2441,True,True,False,True,False,False
T2442,False,True,False,False,False,True
T2443,False,True,False,False,False,False
T2444,False,True,False,False,False,False
T2445,False,True,False,False,False,False
T2446,True,True,False,False,False,False
T2447,False,True,False,False,False,False
T2448,True,False,False,False,False,False
T2449,True,True,False,False,False,False
T2450,False,True,False,False,False,False
T2451,False,True,False,False,False,True
T2452,False,True,False,False,False,False
T2453,False,True,False,False,False,False
T2454,False,False,False,False,True,False
T2455,False,True,False,False,False,False
T2456,False,False,True,False,False,False
T2457,False,True,True,False,False,True
T2458,False,True,True,False,False,True
T2459,True,True,True,False,False,False
T2460,False,True,False,False,False,False
T2461,False,True,False,False,False,False
T2462,False,True,False,False,False,False
T2463,False,True,False,False,False,False
T2464,False,False,False,False,False,False
T2465,False,True,False,False,False,False
T2466,True,True,False,False,False,False
T2467,True,True,False,False,False,False
T2468,False,True,False,False,False,True
T2469,False,True,False,False,False,False
T2470,False,True,False,False,False,False
T2471,False,True,False,False,False,False
T2472,False,True,False,False,False,False
T2473,False,True,False,True,False,True
T2474,True,False,False,False,False,False
T2475,False,True,False,False,False,False
T2476,False,True,False,False,False,False
T2477,False,True,False,False,False,False
T2478,False,True,False,False,False,False
T2479,False,True,False,False,False,True
T2480,False,True,False,False,True,False
T2481,False,True,False,False,False,False
T2482,False,True,False,False,False,True
T2483,False,True,False,False,False,False
T2484,False,True,False,False,False,False
T2485,False,True,False,True,False,True
T2486,False,True,False,False,False,False
T2487,False,True,False,False,False,False
T2488,False,True,False,False,False,True
T2489,False,True,False,False,False,False
T2490,False,True,False,False,False,False
T2491,False,True,False,False,False,False
T2492,False,True,False,False,False,False
T2493,False,True,False,False,False,False
T2494,False,True,False,False,False,False
T2495,False,True,False,False,False,False
T2496,False,False,False,False,False,False
T2497,False,True,False,False,False,False
T2498,False,True,False,False,False,False
T2499,False,True,False,False,False,False
T2500,False,True,False,False,False,False
T2501,False,False,True,False,False,True
T2502,False,True,True,False,False,True
T2503,False,True,True,False,False,False
T2504,True,True,True,False,False,False
T2505,False,True,False,True,False,False
T2506,False,True,False,False,False,False
T2507,False,False,False,False,False,False
T2508,False,True,False,False,False,False
T2509,False,True,False,False,False,False
T2510,False,True,False,False,False,False
T2511,False,True,False,False,False,False
T2512,False,True,False,False,False,False
T2513,False,True,False,False,False,False
T2514,False,True,False,False,False,False
T2515,False,True,False,False,False,False
T2516,False,True,False,False,False,False
T2517,False,True,False,False,False,False
T2518,False,True,False,False,False,False
T2519,False,True,False,False,False,True
T2520,False,True,False,False,False,False
T2521,False,True,False,False,False,False
T2522,False,False,False,False,True,True
T2523,False,True,False,False,False,False
T2524,False,True,False,False,False,False
T2525,True,True,False,False,False,False
T2526,False,True,False,False,False,False
T2527,True,True,False,False,False,False
T2528,False,True,False,False,False,False
T2529,False,True,False,False,False,True
T2530,False,True,False,False,False,False
T2531,False,True,False,False,False,False
T2532,False,True,False,False,False,False
T2533,False,True,False,False,False,False
T2534,True,True,False,False,False,False
T2535,True,True,False,True,False,True
T2536,False,True,False,True,False,False
T2537,False,True,False,False,False,False
T2538,False,True,False,False,False,False
T2539,False,True,False,False,False,False
T2540,False,False,False,False,False,False
T2541,False,True,False,False,False,False
T2542,False,True,False,False,False,False
T2543,False,True,False,False,False,False
T2544,False,True,False,False,False,False
T2545,False,True,False,False,False,False
T2546,False,False,False,False,False,False
T2547,False,True,False,False,False,False
T2548,False,True,False,False,False,False
T2549,True,True,False,False,False,False
T2550,False,True,True,False,False,False
T2551,False,True,True,False,False,False
T2552,False,True,True,False,False,False
T2553,False,True,True,False,False,False
T2554,False,True,True,False,False,False
T2555,False,True,False,False,False,False
T2556,False,True,False,False,False,False
T2557,False,True,False,False,False,False
T2558,False,True,False,False,False,False
T2559,False,True,False,False,False,False
T2560,False,True,False,False,False,False
T2561,False,True,False,False,False,False
T2562,False,True,False,False,False,False
T2563,False,True,False,False,False,False
T2564,True,True,False,False,False,False
T2565,False,False,False,False,True,True
T2566,False,True,False,False,False,False
T2567,False,True,False,False,False,False
T2568,False,True,False,True,False,False
T2569,False,False,False,False,True,False
T2570,False,True,False,False,False,False
T2571,False,True,False,False,False,True
T2572,False,True,False,False,False,False
T2573,False,True,False,False,False,False
T2574,False,True,False,False,False,False
T2575,False,True,False,False,False,False
T2576,False,True,False,False,False,False
T2577,False,True,False,False,False,False
T2578,False,True,False,False,False,False
T2579,False,True,False,False,False,False
T2580,False,True,False,False,False,False
T2581,True,True,False,False,False,True
T2582,False,True,False,False,False,False
T2583,False,False,False,False,False,False
T2584,False,True,False,False,False,False
T2585,False,True,False,False,False,False
T2586,False,True,False,False,False,False
T2587,True,True,False,False,False,False
T2588,True,True,False,False,False,False
T2589,True,True,False,False,False,False
T2590,False,True,False,False,False,False
T2591,False,True,False,False,False,False
T2592,False,True,False,False,False,False
T2593,False,False,False,False,False,False
T2594,False,False,False,True,False,False
T2595,False,True,True,True,False,False
T2596,False,True,True,False,False,False
T2597,False,True,True,False,False,True
T2598,False,True,True,False,False,False
T2599,True,True,True,False,False,False
T2600,False,False,False,False,False,False
T2601,False,True,False,False,False,False
T2602,False,True,False,False,False,False
T2603,False,True,False,False,False,False
T2604,False,True,False,True,False,False
T2605,False,True,False,False,False,False
T2606,True,True,False,False,False,False
T2607,False,True,False,False,False,False
T2608,False,True,False,False,False,False
T2609,False,True,False,False,False,False
T2610,False,True,False,False,False,False
T2611,False,True,False,False,False,False
T2612,False,True,False,False,False,False
T2613,False,True,False,False,False,False
T2614,False,True,False,False,False,False
T2615,False,True,False,False,False,True
T2616,False,True,False,False,False,False
T2617,False,True,False,False,False,False
T2618,False,True,False,False,False,True
T2619,False,True,False,True,False,True
T2620,False,True,False,False,False,False
T2621,False,True,False,False,False,False
T2622,False,True,False,False,False,False
T2623,False,False,False,False,True,False
T2624,False,True,False,False,False,False
T2625,False,True,False,False,False,True
T2626,False,True,False,False,False,False
T2627,False,True,False,False,False,True
T2628,False,True,False,False,False,False
T2629,False,True,False,False,False,False
T2630,False,True,False,False,True,False
T2631,False,True,False,False,False,False
T2632,False,True,False,False,False,False
T2633,False,True,False,False,False,False
T2634,False,True,False,False,True,False
T2635,False,True,False,False,False,False
T2636,False,True,False,False,False,False
T2637,False,True,True,False,False,False
T2638,False,True,True,False,False,False
T2639,True,True,True,False,False,True
T2640,True,False,True,False,False,False
T2641,False,True,False,False,False,True
T2642,False,True,False,False,False,False
T2643,False,True,False,False,False,False
T2644,False,True,False,False,False,False
T2645,False,True,False,False,False,False
T2646,False,False,False,False,False,False
T2647,True,True,False,False,False,False
T2648,True,True,False,False,False,False
T2649,False,True,False,False,False,False
T2650,False,True,False,False,False,False
T2651,False,True,False,False,False,False
T2652,False,True,False,False,False,False
T2653,False,True,False,False,False,False
T2654,False,True,False,False,False,False
T2655,False,True,False,False,False,True
T2656,False,True,False,False,False,True
T2657,False,True,False,False,False,False
T2658,False,True,False,False,False,False
T2659,False,True,False,False,False,False
T2660,False,True,False,False,False,False
T2661,False,True,False,False,False,False
T2662,False,True,False,True,False,False
T2663,False,True,False,False,False,True
T2664,True,True,False,False,False,False
T2665,True,True,False,True,False,False
T2666,False,True,False,False,False,False
T2667,False,False,False,False,True,False
T2668,False,True,False,False,False,False
