task_id,task_type,zone,volume_m3,estimated_buckets,weather,operator_id,operator_skill,machine_id,machine_age,estimated_time_min,actual_time_min,start_time
T1309,grading,zone_b,124.4,83,rain,OP1013,intermediate,EXC006,5.3,49.0,76.7,2026-06-28 09:01:08.815541
T1310,trenching,zone_b,89.3,60,cloudy,OP1005,novice,EXC006,5.3,30.9,79.5,2026-06-28 10:28:58.530817
T1311,hauling,zone_c,31.1,21,clear,OP1005,novice,EXC007,1.0,10.5,74.1,2026-06-28 07:00:00.000000
T1312,excavation,zone_c,92.3,62,cloudy,OP1009,novice,EXC007,1.0,31.9,54.8,2026-06-28 08:20:13.347700
T1313,trenching,zone_c,65.9,44,rain,OP1001,expert,EXC007,1.0,25.5,31.5,2026-06-28 09:26:42.725545
T1314,trenching,zone_c,50.5,34,cloudy,OP1014,expert,EXC007,1.0,17.5,25.6,2026-06-28 10:04:09.529109
T1315,grading,zone_c,115.3,77,cloudy,OP1006,expert,EXC007,1.0,39.7,48.6,2026-06-28 10:34:50.305937
T1316,hauling,zone_c,63.7,43,cloudy,OP1014,expert,EXC007,1.0,22.1,71.5,2026-06-28 11:36:43.096444
T1317,loading,zone_c,97.9,66,cloudy,OP1017,intermediate,EXC007,1.0,34.0,73.8,2026-06-28 12:55:26.128919
T1318,loading,zone_c,96.6,65,rain,OP1006,expert,EXC007,1.0,37.8,81.1,2026-06-28 14:16:40.883445
T1319,trenching,zone_d,95.7,64,clear,OP1008,expert,EXC008,6.2,32.0,35.7,2026-06-28 07:00:00.000000
T1320,loading,zone_d,51.4,35,clear,OP1008,expert,EXC008,6.2,17.5,43.8,2026-06-28 07:42:06.952309
T1321,grading,zone_d,77.1,52,cloudy,OP1003,expert,EXC008,6.2,26.8,32.9,2026-06-28 08:40:02.631494
T1322,excavation,zone_d,82.9,56,rain,OP1010,intermediate,EXC008,6.2,33.0,49.2,2026-06-28 09:20:19.888354
T1323,excavation,zone_d,150.1,101,cloudy,OP1014,expert,EXC008,6.2,52.0,63.6,2026-06-28 10:20:36.748636
T1324,loading,zone_a,57.2,39,cloudy,OP1014,expert,EXC001,5.5,20.1,50.9,2026-06-29 07:00:00.000000
T1325,excavation,zone_a,107.6,72,cloudy,OP1005,novice,EXC001,5.5,37.1,81.5,2026-06-29 07:59:01.387499
T1326,grading,zone_a,83.3,56,clear,OP1010,intermediate,EXC001,5.5,28.0,39.0,2026-06-29 09:29:18.099972
T1327,trenching,zone_a,116.0,78,clear,OP1008,expert,EXC001,5.5,39.0,49.1,2026-06-29 10:15:18.993798
T1328,trenching,zone_a,69.9,47,clear,OP1005,novice,EXC001,5.5,23.5,61.0,2026-06-29 11:12:18.052517
T1329,grading,zone_a,95.6,64,cloudy,OP1012,expert,EXC001,5.5,33.0,41.6,2026-06-29 12:20:39.241229
T1330,excavation,zone_a,121.1,81,clear,OP1011,intermediate,EXC001,5.5,40.5,50.0,2026-06-29 13:16:34.341084
T1331,grading,zone_a,138.4,93,clear,OP1018,novice,EXC001,5.5,46.5,84.6,2026-06-29 14:20:07.670191
T1332,excavation,zone_b,166.2,111,cloudy,OP1002,intermediate,EXC002,7.7,57.2,135.8,2026-06-29 07:00:00.000000
T1333,grading,zone_b,102.1,69,clear,OP1012,expert,EXC002,7.7,34.5,76.4,2026-06-29 09:29:36.645097
T1334,hauling,zone_b,69.7,47,clear,OP1008,expert,EXC002,7.7,23.5,57.7,2026-06-29 10:56:51.363385
T1335,grading,zone_b,119.5,80,cloudy,OP1005,novice,EXC002,7.7,41.2,134.9,2026-06-29 12:07:48.691822
T1336,grading,zone_b,109.8,74,clear,OP1017,intermediate,EXC002,7.7,37.0,102.8,2026-06-29 14:31:00.009162
T1337,hauling,zone_c,35.0,24,cloudy,OP1017,intermediate,EXC003,7.2,12.4,57.9,2026-06-29 07:00:00.000000
T1338,loading,zone_c,62.7,42,cloudy,OP1008,expert,EXC003,7.2,21.6,43.4,2026-06-29 08:10:16.012007
T1339,trenching,zone_c,115.0,77,clear,OP1009,novice,EXC003,7.2,38.5,54.2,2026-06-29 09:04:16.899213
T1340,grading,zone_c,66.2,45,clear,OP1017,intermediate,EXC003,7.2,22.5,34.3,2026-06-29 10:09:33.309353
T1341,trenching,zone_d,84.1,57,cloudy,OP1012,expert,EXC004,8.0,29.4,41.1,2026-06-29 07:00:00.000000
T1342,trenching,zone_d,72.3,49,cloudy,OP1020,intermediate,EXC004,8.0,25.2,40.4,2026-06-29 07:47:33.362951
T1343,hauling,zone_d,76.4,51,cloudy,OP1003,expert,EXC004,8.0,26.3,55.0,2026-06-29 08:34:29.105292
T1344,loading,zone_d,73.0,49,clear,OP1012,expert,EXC004,8.0,24.5,47.4,2026-06-29 09:36:18.685160
T1345,excavation,zone_d,117.3,79,clear,OP1010,intermediate,EXC004,8.0,39.5,53.9,2026-06-29 10:33:39.722338
T1346,loading,zone_d,94.0,63,clear,OP1009,novice,EXC004,8.0,31.5,67.0,2026-06-29 11:37:52.853677
T1347,trenching,zone_a,91.2,61,cloudy,OP1010,intermediate,EXC005,1.5,31.4,43.2,2026-06-29 07:00:00.000000
T1348,grading,zone_a,96.3,65,cloudy,OP1010,intermediate,EXC005,1.5,33.5,42.9,2026-06-29 07:50:02.052337
T1349,hauling,zone_a,36.9,25,cloudy,OP1015,intermediate,EXC005,1.5,12.9,43.8,2026-06-29 08:39:15.834234
T1350,excavation,zone_a,143.1,96,clear,OP1001,expert,EXC005,1.5,48.0,53.1,2026-06-29 09:36:52.761154
T1351,loading,zone_a,96.4,65,clear,OP1002,intermediate,EXC005,1.5,32.5,57.8,2026-06-29 10:36:18.255477
T1352,loading,zone_a,46.8,32,clear,OP1019,expert,EXC005,1.5,16.0,56.4,2026-06-29 11:45:56.673947
T1353,hauling,zone_b,77.6,52,cloudy,OP1010,intermediate,EXC006,5.3,26.8,79.9,2026-06-29 07:00:00.000000
T1354,excavation,zone_b,149.8,100,cloudy,OP1002,intermediate,EXC006,5.3,51.5,86.6,2026-06-29 08:32:05.628241
T1355,loading,zone_b,56.9,38,clear,OP1010,intermediate,EXC006,5.3,19.0,72.1,2026-06-29 10:08:09.122438
T1356,loading,zone_b,43.9,30,clear,OP1002,intermediate,EXC006,5.3,15.0,52.3,2026-06-29 11:29:28.834756
T1357,loading,zone_c,81.7,55,cloudy,OP1019,expert,EXC007,1.0,28.3,65.7,2026-06-29 07:00:00.000000
T1358,grading,zone_c,149.0,100,cloudy,OP1002,intermediate,EXC007,1.0,51.5,74.2,2026-06-29 08:17:27.055207
T1359,loading,zone_c,75.1,51,clear,OP1004,intermediate,EXC007,1.0,25.5,58.2,2026-06-29 09:38:16.915384
T1360,grading,zone_c,78.3,53,clear,OP1004,intermediate,EXC007,1.0,26.5,44.9,2026-06-29 10:44:43.214535
T1361,trenching,zone_c,114.8,77,clear,OP1020,intermediate,EXC007,1.0,38.5,54.2,2026-06-29 11:36:23.440400
T1362,loading,zone_c,114.4,77,cloudy,OP1002,intermediate,EXC007,1.0,39.7,78.2,2026-06-29 12:44:22.771837
T1363,grading,zone_c,146.3,98,clear,OP1004,intermediate,EXC007,1.0,49.0,68.2,2026-06-29 14:10:03.828796
T1364,grading,zone_d,124.9,84,cloudy,OP1013,intermediate,EXC008,6.2,43.3,62.9,2026-06-29 07:00:00.000000
T1365,hauling,zone_d,53.7,36,cloudy,OP1011,intermediate,EXC008,6.2,18.5,59.5,2026-06-29 08:15:13.333100
T1366,hauling,zone_d,30.5,21,clear,OP1010,intermediate,EXC008,6.2,10.5,49.4,2026-06-29 09:22:31.161854
T1367,excavation,zone_d,97.3,65,clear,OP1016,novice,EXC008,6.2,32.5,52.0,2026-06-29 10:19:41.660430
T1368,grading,zone_d,118.2,79,clear,OP1001,expert,EXC008,6.2,39.5,47.5,2026-06-29 11:23:15.014111
T1369,grading,zone_d,66.4,45,cloudy,OP1011,intermediate,EXC008,6.2,23.2,27.8,2026-06-29 12:18:51.941196
T1370,loading,zone_d,85.5,57,clear,OP1012,expert,EXC008,6.2,28.5,55.1,2026-06-29 13:00:38.230471
T1371,trenching,zone_a,54.3,37,clear,OP1007,expert,EXC001,5.5,18.5,25.8,2026-06-30 07:00:00.000000
T1372,grading,zone_a,133.0,89,clear,OP1006,expert,EXC001,5.5,44.5,58.0,2026-06-30 07:36:23.444882
T1373,grading,zone_a,95.5,64,clear,OP1018,novice,EXC001,5.5,32.0,58.7,2026-06-30 08:46:25.568596
T1374,excavation,zone_a,189.4,127,cloudy,OP1007,expert,EXC001,5.5,65.4,68.9,2026-06-30 09:50:58.563040
T1375,loading,zone_a,51.1,35,rain,OP1020,intermediate,EXC001,5.5,20.5,48.7,2026-06-30 11:05:55.984438
T1376,excavation,zone_b,143.7,96,clear,OP1017,intermediate,EXC002,7.7,48.0,117.0,2026-06-30 07:00:00.000000
T1377,excavation,zone_b,191.6,128,cloudy,OP1005,novice,EXC002,7.7,65.9,208.0,2026-06-30 09:10:59.872507
T1378,excavation,zone_b,171.8,115,clear,OP1004,intermediate,EXC002,7.7,57.6,146.1,2026-06-30 12:53:53.428521
T1379,hauling,zone_b,72.7,49,clear,OP1002,intermediate,EXC002,7.7,24.5,100.7,2026-06-30 15:32:03.377187
T1380,hauling,zone_c,76.5,51,clear,OP1019,expert,EXC003,7.2,25.5,55.3,2026-06-30 07:00:00.000000
T1381,grading,zone_c,85.0,57,clear,OP1016,novice,EXC003,7.2,28.5,44.7,2026-06-30 08:02:45.472266
T1382,hauling,zone_c,63.0,42,clear,OP1018,novice,EXC003,7.2,21.0,58.4,2026-06-30 08:56:24.860389
T1383,grading,zone_c,137.8,92,clear,OP1011,intermediate,EXC003,7.2,46.0,53.2,2026-06-30 10:04:16.522895
T1384,trenching,zone_d,119.5,80,clear,OP1008,expert,EXC004,8.0,40.0,51.8,2026-06-30 07:00:00.000000
T1385,grading,zone_d,101.1,68,clear,OP1016,novice,EXC004,8.0,34.0,54.0,2026-06-30 08:00:32.273418
T1386,loading,zone_d,75.7,51,cloudy,OP1002,intermediate,EXC004,8.0,26.3,71.0,2026-06-30 09:06:36.144041
T1387,hauling,zone_d,47.7,32,clear,OP1015,intermediate,EXC004,8.0,16.0,51.9,2026-06-30 10:25:40.163392
T1388,hauling,zone_a,79.8,54,clear,OP1008,expert,EXC005,1.5,27.0,74.4,2026-06-30 07:00:00.000000
T1389,excavation,zone_a,157.9,106,clear,OP1010,intermediate,EXC005,1.5,53.0,64.8,2026-06-30 08:23:22.523947
T1390,loading,zone_a,73.3,49,cloudy,OP1009,novice,EXC005,1.5,25.2,56.8,2026-06-30 09:42:45.414453
T1391,loading,zone_a,80.6,54,clear,OP1015,intermediate,EXC005,1.5,27.0,67.1,2026-06-30 10:46:34.896981
T1392,hauling,zone_a,67.3,45,clear,OP1017,intermediate,EXC005,1.5,22.5,66.1,2026-06-30 12:07:27.074798
T1393,grading,zone_a,129.4,87,clear,OP1007,expert,EXC005,1.5,43.5,57.4,2026-06-30 13:21:12.301374
T1394,excavation,zone_b,199.8,134,clear,OP1007,expert,EXC006,5.3,67.0,85.3,2026-06-30 07:00:00.000000
T1395,grading,zone_b,147.2,99,clear,OP1020,intermediate,EXC006,5.3,49.5,72.3,2026-06-30 08:33:33.961675
T1396,trenching,zone_b,111.5,75,cloudy,OP1016,novice,EXC006,5.3,38.6,64.6,2026-06-30 09:52:26.524681
T1397,hauling,zone_b,60.5,41,rain,OP1011,intermediate,EXC006,5.3,24.1,57.1,2026-06-30 11:02:54.718843
T1398,grading,zone_b,126.2,85,clear,OP1019,expert,EXC006,5.3,42.6,61.4,2026-06-30 12:09:10.774211
T1399,hauling,zone_b,68.8,46,clear,OP1008,expert,EXC006,5.3,23.0,71.1,2026-06-30 13:24:01.399891
T1400,loading,zone_c,54.9,37,clear,OP1013,intermediate,EXC007,1.0,18.5,61.5,2026-06-30 07:00:00.000000
T1401,grading,zone_c,92.6,62,clear,OP1003,expert,EXC007,1.0,31.0,38.2,2026-06-30 08:06:42.946372
T1402,excavation,zone_c,142.3,95,clear,OP1004,intermediate,EXC007,1.0,47.5,69.2,2026-06-30 08:51:59.373187
T1403,excavation,zone_c,181.9,122,clear,OP1003,expert,EXC007,1.0,61.0,66.5,2026-06-30 10:09:27.405446
T1404,loading,zone_c,113.2,76,rain,OP1012,expert,EXC007,1.0,44.3,87.4,2026-06-30 11:26:00.878548
T1405,trenching,zone_d,125.7,84,clear,OP1020,intermediate,EXC008,6.2,42.0,55.0,2026-06-30 07:00:00.000000
T1406,trenching,zone_d,92.6,62,clear,OP1009,novice,EXC008,6.2,31.0,50.5,2026-06-30 08:08:45.098331
T1407,loading,zone_d,54.2,37,cloudy,OP1011,intermediate,EXC008,6.2,19.1,54.8,2026-06-30 09:07:17.760696
T1408,loading,zone_d,46.9,32,clear,OP1017,intermediate,EXC008,6.2,16.0,51.4,2026-06-30 10:07:41.801611
T1409,excavation,zone_d,193.0,129,rain,OP1016,novice,EXC008,6.2,74.6,99.1,2026-06-30 11:13:33.300397
T1410,grading,zone_d,98.7,66,clear,OP1020,intermediate,EXC008,6.2,33.1,45.8,2026-06-30 12:59:04.327714
T1411,trenching,zone_d,117.6,79,clear,OP1020,intermediate,EXC008,6.2,39.5,55.8,2026-06-30 13:50:39.377028
T1412,hauling,zone_d,84.8,57,clear,OP1017,intermediate,EXC008,6.2,28.5,87.9,2026-06-30 15:01:18.564913
T1413,excavation,zone_a,185.9,124,clear,OP1001,expert,EXC001,5.5,62.0,75.0,2026-07-01 07:00:00.000000
T1414,excavation,zone_a,213.1,143,clear,OP1007,expert,EXC001,5.5,71.5,81.8,2026-07-01 08:27:31.024581
T1415,excavation,zone_a,88.5,59,cloudy,OP1002,intermediate,EXC001,5.5,30.4,48.2,2026-07-01 10:01:26.590221
T1416,loading,zone_a,115.7,78,clear,OP1010,intermediate,EXC001,5.5,39.0,92.5,2026-07-01 11:01:13.565798
T1417,excavation,zone_b,148.4,99,clear,OP1011,intermediate,EXC002,7.7,49.5,100.1,2026-07-01 07:00:00.000000
T1418,trenching,zone_b,71.8,48,clear,OP1013,intermediate,EXC002,7.7,24.0,62.8,2026-07-01 08:45:07.653978
T1419,excavation,zone_b,120.0,80,clear,OP1011,intermediate,EXC002,7.7,40.0,87.6,2026-07-01 09:53:34.951641
T1420,loading,zone_b,107.4,72,clear,OP1017,intermediate,EXC002,7.7,36.0,126.3,2026-07-01 11:29:58.727749
T1421,trenching,zone_b,50.1,34,clear,OP1011,intermediate,EXC002,7.7,17.0,44.8,2026-07-01 13:49:09.032745
T1422,grading,zone_b,83.5,56,rain,OP1016,novice,EXC002,7.7,32.4,97.1,2026-07-01 14:45:16.305662
T1423,hauling,zone_c,77.5,52,clear,OP1016,novice,EXC003,7.2,26.0,59.3,2026-07-01 07:00:00.000000
T1424,excavation,zone_c,179.4,120,clear,OP1002,intermediate,EXC003,7.2,60.0,85.3,2026-07-01 08:08:45.321198
T1425,excavation,zone_c,167.0,112,clear,OP1015,intermediate,EXC003,7.2,56.0,69.8,2026-07-01 09:44:46.438314
T1426,hauling,zone_c,70.1,47,clear,OP1020,intermediate,EXC003,7.2,23.5,47.4,2026-07-01 11:08:25.705155
T1427,excavation,zone_c,102.3,69,cloudy,OP1004,intermediate,EXC003,7.2,35.5,44.0,2026-07-01 12:06:07.115823
T1428,hauling,zone_c,70.5,47,clear,OP1011,intermediate,EXC003,7.2,23.5,54.5,2026-07-01 13:01:25.407052
T1429,excavation,zone_c,177.1,119,rain,OP1007,expert,EXC003,7.2,69.2,78.2,2026-07-01 14:03:46.921973
T1430,loading,zone_d,110.9,74,clear,OP1010,intermediate,EXC004,8.0,37.0,90.2,2026-07-01 07:00:00.000000
T1431,hauling,zone_d,73.8,50,clear,OP1017,intermediate,EXC004,8.0,25.0,59.6,2026-07-01 08:36:37.531889
T1432,excavation,zone_d,196.6,132,clear,OP1018,novice,EXC004,8.0,66.0,111.3,2026-07-01 09:43:37.917301
T1433,hauling,zone_d,86.6,58,clear,OP1013,intermediate,EXC004,8.0,29.0,59.1,2026-07-01 11:44:25.857917
T1434,trenching,zone_d,102.5,69,cloudy,OP1011,intermediate,EXC004,8.0,35.5,44.1,2026-07-01 12:57:32.848312
T1435,trenching,zone_d,99.2,67,clear,OP1005,novice,EXC004,8.0,33.5,73.1,2026-07-01 13:49:53.587684
T1436,hauling,zone_d,70.1,47,rain,OP1007,expert,EXC004,8.0,27.3,53.5,2026-07-01 15:10:18.567574
T1437,grading,zone_d,66.5,45,clear,OP1009,novice,EXC004,8.0,22.5,43.6,2026-07-01 16:13:46.730078
T1438,grading,zone_a,132.4,89,clear,OP1018,novice,EXC005,1.5,44.5,75.8,2026-07-01 07:00:00.000000
T1439,grading,zone_a,104.8,70,clear,OP1002,intermediate,EXC005,1.5,35.0,51.6,2026-07-01 08:25:03.759342
T1440,loading,zone_a,76.7,52,clear,OP1019,expert,EXC005,1.5,26.0,54.9,2026-07-01 09:23:06.171296
T1441,grading,zone_a,80.7,54,cloudy,OP1017,intermediate,EXC005,1.5,27.8,39.2,2026-07-01 10:30:57.099422
T1442,excavation,zone_a,173.5,116,clear,OP1005,novice,EXC005,1.5,58.0,107.8,2026-07-01 11:21:24.619517
T1443,hauling,zone_a,73.9,50,clear,OP1018,novice,EXC005,1.5,25.0,75.4,2026-07-01 13:16:05.685809
T1444,excavation,zone_b,90.7,61,clear,OP1015,intermediate,EXC006,5.3,30.5,47.8,2026-07-01 07:00:00.000000
T1445,loading,zone_b,117.6,79,clear,OP1001,expert,EXC006,5.3,39.5,78.6,2026-07-01 07:55:40.977219
T1446,grading,zone_b,86.8,58,clear,OP1018,novice,EXC006,5.3,29.0,62.8,2026-07-01 09:25:02.866197
T1447,grading,zone_b,69.6,47,cloudy,OP1009,novice,EXC006,5.3,24.2,47.1,2026-07-01 10:36:50.205775
T1448,grading,zone_b,89.8,60,clear,OP1008,expert,EXC006,5.3,30.0,42.6,2026-07-01 11:30:56.029507
T1449,excavation,zone_b,203.5,136,cloudy,OP1016,novice,EXC006,5.3,70.0,117.5,2026-07-01 12:27:38.950275
T1450,loading,zone_c,61.8,42,clear,OP1016,novice,EXC007,1.0,21.0,64.6,2026-07-01 07:00:00.000000
T1451,hauling,zone_c,34.9,24,clear,OP1013,intermediate,EXC007,1.0,12.0,39.9,2026-07-01 08:18:13.400597
T1452,excavation,zone_c,159.0,106,clear,OP1008,expert,EXC007,1.0,53.0,64.6,2026-07-01 09:08:39.570438
T1453,loading,zone_c,47.8,32,cloudy,OP1010,intermediate,EXC007,1.0,16.5,56.9,2026-07-01 10:27:07.126586
T1454,excavation,zone_d,123.9,83,clear,OP1020,intermediate,EXC008,6.2,41.5,53.6,2026-07-01 07:00:00.000000
T1455,trenching,zone_d,87.2,59,clear,OP1017,intermediate,EXC008,6.2,29.5,46.6,2026-07-01 08:01:49.163241
T1456,loading,zone_d,100.8,68,clear,OP1011,intermediate,EXC008,6.2,34.0,68.2,2026-07-01 08:58:15.077416
T1457,hauling,zone_d,85.6,58,cloudy,OP1016,novice,EXC008,6.2,29.9,68.8,2026-07-01 10:18:44.005989
T1458,loading,zone_d,80.6,54,clear,OP1001,expert,EXC008,6.2,27.0,54.6,2026-07-01 11:42:22.824447
T1459,hauling,zone_d,81.5,55,cloudy,OP1002,intermediate,EXC008,6.2,28.3,70.4,2026-07-01 12:45:58.957943
T1460,grading,zone_d,83.6,56,rain,OP1016,novice,EXC008,6.2,32.4,57.1,2026-07-01 14:07:17.701180
T1461,trenching,zone_a,62.1,42,rain,OP1005,novice,EXC001,5.5,24.3,56.9,2026-07-02 07:00:00.000000
T1462,excavation,zone_a,128.8,86,cloudy,OP1014,expert,EXC001,5.5,44.3,55.2,2026-07-02 08:04:30.994228
T1463,loading,zone_a,59.6,40,cloudy,OP1004,intermediate,EXC001,5.5,20.6,62.4,2026-07-02 09:09:25.266846
T1464,trenching,zone_a,66.3,45,clear,OP1019,expert,EXC001,5.5,22.5,30.9,2026-07-02 10:17:57.281391
T1465,grading,zone_a,60.6,41,clear,OP1011,intermediate,EXC001,5.5,20.5,29.6,2026-07-02 10:55:38.970400
T1466,trenching,zone_b,52.2,35,rain,OP1015,intermediate,EXC002,7.7,20.2,57.3,2026-07-02 07:00:00.000000
T1467,trenching,zone_b,70.3,47,cloudy,OP1004,intermediate,EXC002,7.7,24.2,67.0,2026-07-02 08:04:06.102666
T1468,loading,zone_b,107.2,72,cloudy,OP1012,expert,EXC002,7.7,37.1,99.8,2026-07-02 09:23:13.125406
T1469,hauling,zone_b,62.5,42,clear,OP1003,expert,EXC002,7.7,21.0,80.8,2026-07-02 11:15:48.362178
T1470,trenching,zone_b,74.8,50,clear,OP1005,novice,EXC002,7.7,25.0,106.4,2026-07-02 12:48:42.337860
T1471,trenching,zone_b,74.8,50,clear,OP1014,expert,EXC002,7.7,25.0,62.9,2026-07-02 14:49:13.537131
T1472,excavation,zone_b,147.7,99,clear,OP1016,novice,EXC002,7.7,49.5,142.9,2026-07-02 16:01:35.641912
T1473,excavation,zone_c,95.0,64,rain,OP1012,expert,EXC003,7.2,37.3,40.2,2026-07-02 07:00:00.000000
T1474,grading,zone_c,67.6,46,rain,OP1019,expert,EXC003,7.2,26.6,40.2,2026-07-02 07:51:41.510056
T1475,loading,zone_c,70.1,47,cloudy,OP1006,expert,EXC003,7.2,24.2,68.9,2026-07-02 08:36:59.745337
T1476,loading,zone_c,90.9,61,cloudy,OP1012,expert,EXC003,7.2,31.4,70.5,2026-07-02 09:53:52.022475
T1477,loading,zone_d,47.8,32,rain,OP1018,novice,EXC004,8.0,18.7,61.9,2026-07-02 07:00:00.000000
T1478,trenching,zone_d,115.7,78,cloudy,OP1010,intermediate,EXC004,8.0,40.2,57.6,2026-07-02 08:09:17.821052
T1479,grading,zone_d,137.3,92,cloudy,OP1007,expert,EXC004,8.0,47.4,59.9,2026-07-02 09:19:04.817408
T1480,trenching,zone_d,55.7,38,clear,OP1020,intermediate,EXC004,8.0,19.0,32.0,2026-07-02 10:26:25.188014
T1481,hauling,zone_a,46.8,32,rain,OP1005,novice,EXC005,1.5,18.5,84.5,2026-07-02 07:00:00.000000
T1482,hauling,zone_a,36.7,25,cloudy,OP1018,novice,EXC005,1.5,12.9,34.4,2026-07-02 08:33:44.768427
T1483,trenching,zone_a,108.3,73,cloudy,OP1001,expert,EXC005,1.5,37.6,43.8,2026-07-02 09:20:38.546780
T1484,loading,zone_a,68.0,46,clear,OP1018,novice,EXC005,1.5,23.0,78.9,2026-07-02 10:13:20.350421
T1485,grading,zone_a,141.9,95,clear,OP1020,intermediate,EXC005,1.5,47.5,65.5,2026-07-02 11:46:34.956453
T1486,grading,zone_a,146.5,98,clear,OP1002,intermediate,EXC005,1.5,49.0,72.9,2026-07-02 13:02:19.947852
T1487,hauling,zone_a,65.9,44,clear,OP1015,intermediate,EXC005,1.5,22.0,60.6,2026-07-02 14:21:19.499640
T1488,loading,zone_b,52.6,36,rain,OP1018,novice,EXC006,5.3,21.0,72.9,2026-07-02 07:00:00.000000
T1489,excavation,zone_b,157.4,105,cloudy,OP1012,expert,EXC006,5.3,54.1,74.7,2026-07-02 08:20:33.332350
T1490,trenching,zone_b,106.5,71,cloudy,OP1002,intermediate,EXC006,5.3,36.6,67.8,2026-07-02 09:45:02.623968
T1491,hauling,zone_b,57.6,39,clear,OP1020,intermediate,EXC006,5.3,19.5,46.0,2026-07-02 11:02:27.538996
T1492,excavation,zone_b,99.5,67,clear,OP1016,novice,EXC006,5.3,33.5,59.6,2026-07-02 12:02:58.476919
T1493,loading,zone_c,84.9,57,rain,OP1013,intermediate,EXC007,1.0,33.7,84.7,2026-07-02 07:00:00.000000
T1494,trenching,zone_c,59.4,40,cloudy,OP1017,intermediate,EXC007,1.0,20.6,34.7,2026-07-02 08:33:58.485060
T1495,hauling,zone_c,75.6,51,cloudy,OP1001,expert,EXC007,1.0,26.3,55.6,2026-07-02 09:15:27.376920
T1496,loading,zone_c,102.6,69,clear,OP1010,intermediate,EXC007,1.0,34.5,69.8,2026-07-02 10:25:50.577868
T1497,excavation,zone_c,153.7,103,clear,OP1002,intermediate,EXC007,1.0,51.5,79.0,2026-07-02 11:48:06.509496
T1498,loading,zone_d,71.1,48,rain,OP1015,intermediate,EXC008,6.2,27.7,69.3,2026-07-02 07:00:00.000000
T1499,trenching,zone_d,104.7,70,cloudy,OP1007,expert,EXC008,6.2,36.1,41.9,2026-07-02 08:23:41.943180
T1500,trenching,zone_d,111.5,75,cloudy,OP1015,intermediate,EXC008,6.2,38.6,53.0,2026-07-02 09:13:57.658084
T1501,hauling,zone_d,44.5,30,clear,OP1012,expert,EXC008,6.2,15.0,48.0,2026-07-02 10:12:49.543616
T1502,excavation,zone_d,188.2,126,clear,OP1019,expert,EXC008,6.2,63.0,75.2,2026-07-02 11:06:35.343523
T1503,loading,zone_d,113.7,76,clear,OP1008,expert,EXC008,6.2,38.0,70.0,2026-07-02 12:31:50.882407
T1504,hauling,zone_a,74.9,50,clear,OP1011,intermediate,EXC001,5.5,25.0,54.1,2026-07-03 07:00:00.000000
T1505,grading,zone_a,92.6,62,cloudy,OP1012,expert,EXC001,5.5,31.9,39.7,2026-07-03 08:06:22.726435
T1506,loading,zone_a,103.3,69,cloudy,OP1004,intermediate,EXC001,5.5,35.5,94.5,2026-07-03 08:53:43.550182
T1507,hauling,zone_a,89.5,60,cloudy,OP1018,novice,EXC001,5.5,30.9,70.6,2026-07-03 10:39:37.516484
T1508,hauling,zone_b,40.5,27,clear,OP1001,expert,EXC002,7.7,13.5,64.7,2026-07-03 07:00:00.000000
T1509,grading,zone_b,104.5,70,cloudy,OP1011,intermediate,EXC002,7.7,36.1,78.8,2026-07-03 08:10:35.406631
T1510,excavation,zone_b,193.9,130,clear,OP1002,intermediate,EXC002,7.7,65.0,172.6,2026-07-03 09:42:29.655154
T1511,grading,zone_b,149.6,100,clear,OP1014,expert,EXC002,7.7,50.8,119.1,2026-07-03 12:48:07.718557
T1512,loading,zone_b,119.5,80,cloudy,OP1015,intermediate,EXC002,7.7,41.6,126.8,2026-07-03 14:56:57.303491
T1513,excavation,zone_c,142.8,96,clear,OP1012,expert,EXC003,7.2,48.0,52.9,2026-07-03 07:00:00.000000
T1514,trenching,zone_c,84.7,57,cloudy,OP1009,novice,EXC003,7.2,29.4,46.6,2026-07-03 08:00:36.991969
T1515,grading,zone_c,81.7,55,clear,OP1012,expert,EXC003,7.2,27.5,36.8,2026-07-03 09:01:12.998037
T1516,excavation,zone_c,123.6,83,clear,OP1016,novice,EXC003,7.2,41.5,59.5,2026-07-03 09:52:25.750156
T1517,trenching,zone_c,74.6,50,cloudy,OP1004,intermediate,EXC003,7.2,25.8,40.3,2026-07-03 10:59:44.804971
T1518,grading,zone_c,74.5,50,cloudy,OP1019,expert,EXC003,7.2,25.9,31.0,2026-07-03 11:52:02.109290
T1519,excavation,zone_c,130.6,88,clear,OP1013,intermediate,EXC003,7.2,44.6,64.0,2026-07-03 12:29:27.114853
T1520,hauling,zone_c,60.1,41,clear,OP1007,expert,EXC003,7.2,20.5,66.1,2026-07-03 13:47:55.356248
T1521,trenching,zone_d,65.1,44,clear,OP1004,intermediate,EXC004,8.0,22.0,35.6,2026-07-03 07:00:00.000000
T1522,grading,zone_d,115.5,77,clear,OP1016,novice,EXC004,8.0,38.5,68.8,2026-07-03 07:45:51.507738
T1523,excavation,zone_d,192.0,128,clear,OP1007,expert,EXC004,8.0,64.0,77.4,2026-07-03 09:02:35.152170
T1524,loading,zone_d,64.9,44,cloudy,OP1007,expert,EXC004,8.0,22.7,66.2,2026-07-03 10:29:22.890112
T1525,trenching,zone_d,123.7,83,cloudy,OP1020,intermediate,EXC004,8.0,43.1,60.5,2026-07-03 11:48:47.245200
